Von,IBNR,Nach,IBNR,Tarifkilometer,Bus,Außenherum,Ausschlussstrecke,Region
Achterwehr,416,Husby,3032,78,,N,,288
Achterwehr,416,Kiel-Hassee CITTI-P.,3474,10,,N,,288
Achterwehr,416,Kiel-Russee,3253,8,,N,,288
Achterwehr,416,Kronshagen,3479,13,,N,,288
Achterwehr,416,Melsdorf,3960,5,,N,,288
Achterwehr,416,Rieseby,5095,47,,N,,288
Achterwehr,416,Schleibr. Nord-Süd,5385,52,,N,,288
Achterwehr,416,Schülldorf,5435,14,,N,,288
Achterwehr,416,Sörup,5586,70,,N,,288
Achterwehr,416,Suchsdorf,5781,15,,N,,288
Achterwehr,416,Süderbrarup,5782,59,,N,,288
Adelebsen,418,Bad Driburg(Westf),697,68,,N,,116
Adelebsen,418,Bad Karlshafen,3182,29,,N,,116
Adelebsen,418,Beverungen-Wehrden,6253,40,,N,,116
Adelebsen,418,Bodenfelde,1050,19,,N,,116
Adelebsen,418,Brakel(Höxter),1121,56,,N,,116
Adelebsen,418,Hardegsen,2594,42,,N,,116
Adelebsen,418,Höxter-Godelheim,2299,51,,N,,116
Adelebsen,418,Höxter-Lüchtringen,3780,60,,N,,116
Adelebsen,418,Höxter-Ottbergen,4720,46,,N,,116
Adelebsen,418,Höxter Rathaus,2923,56,,N,,116
Adelebsen,418,Lauenförde-Beverung,3578,34,,N,,116
Adelebsen,418,Lenglern,3644,10,,N,,116
Adelebsen,418,Lödingsen,3722,4,,N,,116
Adelebsen,418,Offensen(Kr North),4652,7,,N,,116
Adelebsen,418,Stadtoldendorf,5665,79,,N,,116
Adelebsen,418,Uslar,6041,28,,N,,116
Adelebsen,418,Verliehausen,6077,11,,N,,116
Adelebsen,418,Vernawahlshausen,6078,15,,N,,116
Adelebsen,418,Volpriehausen,6112,35,,N,,116
Adelschlag,419,Allersberg(Rothsee),498,95,,N,,314
Adelschlag,419,Altdorf(b Nürnberg),509,115,,N,,314
Adelschlag,419,Altdorf West,504,114,,N,,314
Adelschlag,419,Auerbach(Oberpf),650,188,,A,,314
Adelschlag,419,Bad Abbach,689,155,,A,,314
Adelschlag,419,Batzhausen,822,95,,N,,314
Adelschlag,419,Behringersdorf,850,171,,A,,314
Adelschlag,419,Beilngries,855,52,,N,,314
Adelschlag,419,Beratzhausen,882,116,,A,,314
Adelschlag,419,Berching,884,60,,N,,314
Adelschlag,419,Burgthann,1297,94,,N,,314
Adelschlag,419,Creußen(Oberfr),1348,206,,A,,314
Adelschlag,419,Deining(Oberpf),1400,89,,N,,314
Adelschlag,419,Deuerling,1430,128,,A,,314
Adelschlag,419,Dollnstein,1495,15,,N,,314
Adelschlag,419,Eichstätt Bahnhof,1708,5,,N,,314
Adelschlag,419,Eichstätt Stadt,1709,10,,N,,314
Adelschlag,419,Eitensheim,1734,9,,N,,314
Adelschlag,419,Ernsgaden,1853,198,,A,,314
Adelschlag,419,Eschenbach(Oberpf),1878,212,,A,,314
Adelschlag,419,Etterzhausen,1925,133,,A,,314
Adelschlag,419,Etzelwang,1929,159,,A,,314
Adelschlag,419,Feucht,1978,103,,N,,314
Adelschlag,419,Feucht-Moosbach,2520,108,,N,,314
Adelschlag,419,Feucht Ost,1988,102,,N,,314
Adelschlag,419,Fischbach(Nürnberg),1989,107,,A,,314
Adelschlag,419,Freystadt(Oberpf),2093,89,,N,,314
Adelschlag,419,Gaimersheim,2171,13,,N,,314
Adelschlag,419,Grafenwöhr,6697,219,,A,,314
Adelschlag,419,Gundelshausen,2468,151,,A,,314
Adelschlag,419,Happurg,2578,144,,A,,314
Adelschlag,419,Hartmannshof,2612,153,,A,,314
Adelschlag,419,Hedersdorf,2678,166,,A,,314
Adelschlag,419,Henfenfeld,2751,139,,A,,314
Adelschlag,419,Hersbruck(l Pegnitz),2793,142,,A,,314
Adelschlag,419,Hersbruck(r Pegnitz),2794,153,,A,,314
Adelschlag,419,Hohenstadt(Mittelfr),2956,159,,A,,314
Adelschlag,419,Ingolstadt Audi,3074,16,,N,,314
Adelschlag,419,Ingolstadt Nord,3076,19,,N,,314
Adelschlag,419,Kelheim,3223,165,,A,,314
Adelschlag,419,Kemnath-Neustadt,3229,238,,A,,314
Adelschlag,419,Kinding(Altmühltal),3256,55,,N,,314
Adelschlag,419,Kirchenthumbach,3273,203,,A,,314
Adelschlag,419,Laaber,3485,123,,A,,314
Adelschlag,419,Lauf(links Pegnitz),3580,131,,A,,314
Adelschlag,419,Lauf(rechts Pegnitz),3581,164,,A,,314
Adelschlag,419,Lauf West,3587,130,,A,,314
Adelschlag,419,Ludersheim,3762,113,,N,,314
Adelschlag,419,Ludwigshöhe,3768,166,,A,,314
Adelschlag,419,Mausheim,3921,112,,N,,314
Adelschlag,419,Mimberg,4028,97,,N,,314
Adelschlag,419,Mühlhausen(Sulz),4108,67,,N,,314
Adelschlag,419,Münchsmünster,4165,189,,A,,314
Adelschlag,419,Neuenreuth(b Creuß),4275,210,,A,,314
Adelschlag,419,Neuhaus(Pegnitz),4284,176,,A,,314
Adelschlag,419,Neumarkt(Oberpf),4305,79,,N,,314
Adelschlag,419,Neunkirchen a Sand,4310,160,,A,,314
Adelschlag,419,Neustadt(Donau),4326,182,,A,,314
Adelschlag,419,Nürnberg-Dürrenhof,4442,115,,A,,314
Adelschlag,419,Nürnberg-Dutzendt.,4476,112,,A,,314
Adelschlag,419,Nürnberg-Erlensteg.,4478,175,,A,,314
Adelschlag,419,Nürnberg Frankensta,4493,111,,A,,314
Adelschlag,419,Nürnberg-Gleißh.,5304,114,,A,,314
Adelschlag,419,Nürnberg-Laufamholz,4480,121,,A,,314
Adelschlag,419,Nürnberg-Mögeldorf,4481,118,,A,,314
Adelschlag,419,Nürnberg Ost,4471,177,,A,,314
Adelschlag,419,Nürnberg Ostring,4470,117,,A,,314
Adelschlag,419,Nürnberg-Rehhof,4491,120,,A,,314
Adelschlag,419,Oberferrieden,4529,92,,N,,314
Adelschlag,419,Ochenbruck,4609,99,,N,,314
Adelschlag,419,Ottensoos,4725,135,,A,,314
Adelschlag,419,Pappenheim,4753,28,,N,,314
Adelschlag,419,Parsberg,4755,106,,N,,314
Adelschlag,419,Pegnitz,4759,192,,A,,314
Adelschlag,419,Plankstetten,4831,56,,N,,314
Adelschlag,419,Poikam,4853,153,,A,,314
Adelschlag,419,Pollanten,4856,63,,N,,314
Adelschlag,419,Pölling,4847,83,,N,,314
Adelschlag,419,Pommelsbrunn,4858,148,,A,,314
Adelschlag,419,Postbauer-Heng,4875,89,,N,,314
Adelschlag,419,Pressath,4880,226,,A,,314
Adelschlag,419,Rebdorf-Hofmühle,4966,8,,N,,314
Adelschlag,419,Regensburg-Prüfen.,4983,139,,A,,314
Adelschlag,419,Reichenschwand,5005,156,,A,,314
Adelschlag,419,Rollhofen,5154,163,,A,,314
Adelschlag,419,Röthenbach(Pegnitz),5140,125,,A,,314
Adelschlag,419,Röthenbach-Seespitz,5142,128,,A,,314
Adelschlag,419,Röthenbach-Steinb,5141,127,,A,,314
Adelschlag,419,Rückersdorf(Mfr),5209,168,,A,,314
Adelschlag,419,Rupprechtstegen,5231,170,,A,,314
Adelschlag,419,Saal(Donau),5238,161,,A,,314
Adelschlag,419,Schnaittach Markt,5383,165,,A,,314
Adelschlag,419,Schwaig,5451,123,,A,,314
Adelschlag,419,Schwarzenbach(b Pre),5465,232,,A,,314
Adelschlag,419,Sengenthal,5533,74,,N,,314
Adelschlag,419,Seubersdorf,5543,99,,N,,314
Adelschlag,419,Simmelsdorf-Hüttenb,5572,169,,A,,314
Adelschlag,419,Sinzing,5581,142,,A,,314
Adelschlag,419,Solnhofen,5593,22,,N,,314
Adelschlag,419,Speikern,5625,161,,A,,314
Adelschlag,419,Tauberfeld,5828,5,,N,,314
Adelschlag,419,Trabitz,5890,232,,A,,314
Adelschlag,419,Undorf,5966,130,,A,,314
Adelschlag,419,Velden(b Hersbruck),6067,173,,A,,314
Adelschlag,419,Vohburg-Rockolding,6101,195,,A,,314
Adelschlag,419,Vorra(Pegnitz),6120,165,,A,,314
Adelschlag,419,Wasserzell(b Eichst),6224,6,,N,,314
Adelschlag,419,Winkelhaid,6476,111,,N,,314
Adelsdorf(Mittelfr),420,Bad Windsheim,767,55,,N,,57
Adelsdorf(Mittelfr),420,Bergtheim,902,107,,N,,57
Adelsdorf(Mittelfr),420,Buchbrunn-Mainstock.,1225,81,,N,,57
Adelsdorf(Mittelfr),420,Burgbernheim,1277,64,,N,,57
Adelsdorf(Mittelfr),420,Dachsbach,1356,54,,N,,57
Adelsdorf(Mittelfr),420,Demantsfürth-Ühlf.,1410,58,,N,,57
Adelsdorf(Mittelfr),420,Dettelbach Bahnhof,1421,86,,N,,57
Adelsdorf(Mittelfr),420,Diespeck,1446,43,,N,,57
Adelsdorf(Mittelfr),420,Dietersheim,1450,43,,N,,57
Adelsdorf(Mittelfr),420,Dottenheim,1548,45,,N,,57
Adelsdorf(Mittelfr),420,Emskirchen,1783,29,,N,,57
Adelsdorf(Mittelfr),420,Eschenbach(b M.Erlb),1877,1,,N,,57
Adelsdorf(Mittelfr),420,Eßleben,1919,112,,N,,57
Adelsdorf(Mittelfr),420,Fürth-Burgfarrnbach,2152,19,,N,,57
Adelsdorf(Mittelfr),420,Fürth-Unterfürberg,2155,22,,N,,57
Adelsdorf(Mittelfr),420,Hagenbüchach,2517,24,,N,,57
Adelsdorf(Mittelfr),420,Hardhof,2596,8,,N,,57
Adelsdorf(Mittelfr),420,Illesheim,3058,59,,N,,57
Adelsdorf(Mittelfr),420,Iphofen,3081,68,,N,,57
Adelsdorf(Mittelfr),420,Ipsheim,3083,49,,N,,57
Adelsdorf(Mittelfr),420,Kitzingen,479,77,,N,,57
Adelsdorf(Mittelfr),420,Langenzenn,3552,9,,N,,57
Adelsdorf(Mittelfr),420,Laubendorf,3567,6,,N,,57
Adelsdorf(Mittelfr),420,Markt Bibart,3876,54,,N,,57
Adelsdorf(Mittelfr),420,Markt Erlbach,3878,3,,N,,57
Adelsdorf(Mittelfr),420,Neustadt(Aisch)Bahnh,4323,39,,N,,57
Adelsdorf(Mittelfr),420,Neustadt(Aisch)Mitte,4336,37,,N,,57
Adelsdorf(Mittelfr),420,Neustadt(Aisch)Stadt,4324,41,,N,,57
Adelsdorf(Mittelfr),420,Ottenhofen-Bergel,4724,62,,N,,57
Adelsdorf(Mittelfr),420,Puschendorf,4901,19,,N,,57
Adelsdorf(Mittelfr),420,Raindorf,4923,13,,N,,57
Adelsdorf(Mittelfr),420,Rottendorf,5198,92,,N,,57
Adelsdorf(Mittelfr),420,Seligenstadt(b Wü),5523,102,,N,,57
Adelsdorf(Mittelfr),420,Siegelsdorf,5557,15,,N,,57
Adelsdorf(Mittelfr),420,Waigolshausen,6147,116,,N,,57
Adelsdorf(Mittelfr),420,Wilhermsdorf,6448,3,,N,,57
Adelsdorf(Mittelfr),420,Wilhermsdorf Mitte,6447,2,,N,,57
Adelsheim Nord,423,Zimmern(b Seckach),6661,2,,N,,469
Adelsheim Ost,424,Herbolzheim(Jagst),2764,25,,N,,278
Adelsheim Ost,424,Möckmühl,4050,12,,N,,278
Adelsheim Ost,424,Neudenau,4258,23,,N,,278
Adelsheim Ost,424,Roigheim,5151,7,,N,,278
Adelsheim Ost,424,Sennfeld,5536,3,,N,,278
Adelsheim Ost,424,Siglingen,5566,19,,N,,278
Adelsheim Ost,424,Untergriesheim,5989,30,,N,,278
Adelsheim Ost,424,Züttlingen,6676,17,,N,,278
Adorf(Erzgeb),11002,Burkhardtsdorf,11299,30,,N,,33
Adorf(Erzgeb),11002,Burkhardtsdorf Mitte,11303,32,,N,,33
Adorf(Erzgeb),11002,Chemnitz-Altchemnitz,13602,7,,N,,33
Adorf(Erzgeb),11002,Chemnitz Erdmannsd.S,13604,9,,N,,33
Adorf(Erzgeb),11002,Chemnitz Erfenschlag,11975,18,,N,,33
Adorf(Erzgeb),11002,Chemnitz Friedrichs.,13600,4,,N,,33
Adorf(Erzgeb),11002,Chemnitz G-Freytag-S,13606,11,,N,,33
Adorf(Erzgeb),11002,Chemnitz-Harthau,11977,5,,N,,33
Adorf(Erzgeb),11002,Chemnitz-Reichenhain,11978,17,,N,,33
Adorf(Erzgeb),11002,Chemnitz Riemensch.S,13601,6,,N,,33
Adorf(Erzgeb),11002,Chemnitz Roesslerstr,13605,10,,N,,33
Adorf(Erzgeb),11002,Chemnitz Schule Altc,13603,8,,N,,33
Adorf(Erzgeb),11002,Chemnitz Stadlerpl,13610,13,,N,,33
Adorf(Erzgeb),11002,Chemnitz TU Campus,13612,14,,N,,33
Adorf(Erzgeb),11002,Chemnitz Zentralhst,13607,12,,N,,33
Adorf(Erzgeb),11002,Dittersdorf,11386,24,,N,,33
Adorf(Erzgeb),11002,Dorfchemnitz,11405,42,,N,,33
Adorf(Erzgeb),11002,Einsiedel,11466,21,,N,,33
Adorf(Erzgeb),11002,Einsiedel Brauerei,11465,22,,N,,33
Adorf(Erzgeb),11002,Einsiedel Hp Gymnas.,11464,19,,N,,33
Adorf(Erzgeb),11002,Hohndorf Mitte,11911,19,,N,,33
Adorf(Erzgeb),11002,Jahnsdorf(Erzgeb),11948,2,,N,,33
Adorf(Erzgeb),11002,Kemtau,12004,28,,N,,33
Adorf(Erzgeb),11002,Lichtenst.Hartenst.S,12222,22,,N,,33
Adorf(Erzgeb),11002,Lichtenst.Schnell.-S,12220,25,,N,,33
Adorf(Erzgeb),11002,Lichtenstein(Sachs),12223,24,,N,,33
Adorf(Erzgeb),11002,Lichtenstein Gewerbe,12219,26,,N,,33
Adorf(Erzgeb),11002,Lößnitz ob Bf,12245,53,,N,,33
Adorf(Erzgeb),11002,Lößnitz unt Bf,12246,58,,N,,33
Adorf(Erzgeb),11002,Meinersdorf(Erzgeb),12324,34,,N,,33
Adorf(Erzgeb),11002,Mitteloelsnitz,12366,14,,N,,33
Adorf(Erzgeb),11002,Neukirchen-Klaffenb,12462,2,,N,,33
Adorf(Erzgeb),11002,Niederdorf(Erzgeb),13459,8,,N,,33
Adorf(Erzgeb),11002,Niederwürschnitz,12505,11,,N,,33
Adorf(Erzgeb),11002,Niederzwönitz,12499,45,,N,,33
Adorf(Erzgeb),11002,Oelsnitz(Erzgeb),12553,17,,N,,33
Adorf(Erzgeb),11002,Oelsnitz Bahnhofstr,12556,16,,N,,33
Adorf(Erzgeb),11002,Pfaffenhain,12633,4,,N,,33
Adorf(Erzgeb),11002,Rödlitz-Hohndorf,12781,21,,N,,33
Adorf(Erzgeb),11002,Stollberg Schlachth,13055,9,,N,,33
Adorf(Erzgeb),11002,Thalheim(Erzgeb),13113,38,,N,,33
Adorf(Erzgeb),11002,Thalheim(Erzgeb)Mit.,13117,37,,N,,33
Adorf(Erzgeb),11002,Zwönitz,13435,47,,N,,33
Adorf(Vogtl),10001,Bad Brambach,11068,22,,N,,268
Adorf(Vogtl),10001,Bad Elster,11072,3,,N,,268
Adorf(Vogtl),10001,Barthmühle,11115,40,,N,,268
Adorf(Vogtl),10001,Berga(Elster),11144,64,,N,,268
Adorf(Vogtl),10001,Elsterberg,11487,47,,N,,268
Adorf(Vogtl),10001,Elsterberg-Kunstseid,11488,46,,N,,268
Adorf(Vogtl),10001,Gera Hbf,10125,84,,N,,268
Adorf(Vogtl),10001,Gera Süd,10126,82,,N,,268
Adorf(Vogtl),10001,Gera-Zwötzen,11623,80,,N,,268
Adorf(Vogtl),10001,Greiz,10140,52,,N,,268
Adorf(Vogtl),10001,Greiz-Dölau,11697,49,,N,,268
Adorf(Vogtl),10001,Herlasgrün,10166,46,,N,,268
Adorf(Vogtl),10001,Hohenleuben,11895,100,,A,,268
Adorf(Vogtl),10001,Hundsgrün,11928,7,,N,,268
Adorf(Vogtl),10001,Jocketa,11963,39,,N,,268
Adorf(Vogtl),10001,Jößnitz,11966,35,,N,,268
Adorf(Vogtl),10001,Kürbitz,10040,24,,N,,268
Adorf(Vogtl),10001,Loitsch-Hohenleuben,12252,96,,A,,268
Adorf(Vogtl),10001,Mehltheuer,10229,42,,N,,268
Adorf(Vogtl),10001,Neumühle(Elster),12465,59,,N,,268
Adorf(Vogtl),10001,Niederpöllnitz,12493,98,,A,,268
Adorf(Vogtl),10001,Oelsnitz(Vogtl),12554,14,,N,,268
Adorf(Vogtl),10001,Pirk,12639,18,,N,,268
Adorf(Vogtl),10001,Plauen(V)-Straßberg,10336,26,,N,,268
Adorf(Vogtl),10001,Plauen(Vogtl) Mitte,10276,32,,N,,268
Adorf(Vogtl),10001,Plauen(Vogtl) ob Bf,10275,31,,N,,268
Adorf(Vogtl),10001,Plauen(Vogtl)West,12646,29,,N,,268
Adorf(Vogtl),10001,Raun,12724,14,,N,,268
Adorf(Vogtl),10001,Rentzschmühle,12751,42,,N,,268
Adorf(Vogtl),10001,Ronneburg(Thür),10301,90,,N,,268
Adorf(Vogtl),10001,Ruppertsgrün,12823,42,,N,,268
Adorf(Vogtl),10001,Schüptitz,12927,98,,A,,268
Adorf(Vogtl),10001,Sohl,13002,6,,N,,268
Adorf(Vogtl),10001,Syrau,13080,37,,N,,268
Adorf(Vogtl),10001,Triebes,13150,103,,A,,268
Adorf(Vogtl),10001,Triptis,10352,104,,A,,268
Adorf(Vogtl),10001,Weida,10365,89,,A,,268
Adorf(Vogtl),10001,Weida Altstadt,13254,92,,A,,268
Adorf(Vogtl),10001,Weida Mitte,13251,91,,A,,268
Adorf(Vogtl),10001,Weischlitz,10367,22,,N,,268
Adorf(Vogtl),10001,Wolfsgefärth,13334,85,,A,,268
Adorf(Vogtl),10001,Wünschendorf(E)Nord,13349,76,,N,,268
Adorf(Vogtl),10001,Wünschendorf(Elst.),10387,73,,N,,268
Adorf(Vogtl),10001,Zeulenroda unt Bf,13396,106,,A,,268
Affaltrach,431,Bad Friedrichshall-K,704,22,,N,,435
Affaltrach,431,Bitzfeld,1005,8,,N,,435
Affaltrach,431,Bretzfeld,1178,6,,N,,435
Affaltrach,431,Ellhofen,1747,6,,N,,435
Affaltrach,431,Eschenau(Heilbronn),1874,2,,N,,435
Affaltrach,431,Heilbr.Finanz/Pfühl,2714,12,,N,,435
Affaltrach,431,Heilbr.Harmon/Fried,2701,13,,N,,435
Affaltrach,431,Heilbr.Indpl/H-R-Str,2723,15,,N,,435
Affaltrach,431,Heilbr.NeckarT/Rath,2713,14,,N,,435
Affaltrach,431,Heilbr.Thr/Techschul,2722,14,,N,,435
Affaltrach,431,Heilbronn Kaufland,2726,16,,N,,435
Affaltrach,431,Heilbronn Pfühlpark,20039,12,,N,,435
Affaltrach,431,Heilbronn Rathaus,20040,15,,N,,435
Affaltrach,431,Heilbronn Sülmertor,2699,22,,A,,435
Affaltrach,431,Heilbronn Trappensee,2700,11,,N,,435
Affaltrach,431,HN Hans-Rießer-Str.,20035,16,,N,,435
Affaltrach,431,HN Harmonie,20036,14,,N,,435
Affaltrach,431,HN Harmonie/Hafenm.,20037,15,,N,,435
Affaltrach,431,HN Harmonie/Kunsth.,20038,15,,N,,435
Affaltrach,431,HN Techn. Schulz.,20041,15,,N,,435
Affaltrach,431,Künzelsau,3471,36,,N,,435
Affaltrach,431,Neckarsulm,4220,18,,N,,435
Affaltrach,431,Neckarsulm Mitte,4232,19,,N,,435
Affaltrach,431,Neckarsulm Nord,4238,20,,N,,435
Affaltrach,431,Neckarsulm Süd,4226,17,,N,,435
Affaltrach,431,Neuenstein,4276,19,,N,,435
Affaltrach,431,Öhringen-Cappel,4620,14,,N,,435
Affaltrach,431,Öhringen Hbf,4623,12,,N,,435
Affaltrach,431,Öhringen West,4624,11,,N,,435
Affaltrach,431,Scheppach,5329,5,,N,,435
Affaltrach,431,Schwäbisch Hall,5449,39,,N,,435
Affaltrach,431,Sülzbach,5786,4,,N,,435
Affaltrach,431,Sülzbach Schule,5792,3,,N,,435
Affaltrach,431,Wackershofen,6135,34,,N,,435
Affaltrach,431,Waldenburg(Württ),6154,24,,N,,435
Affaltrach,431,Weinsberg,6289,8,,N,,435
Affaltrach,431,Weinsberg West,6290,9,,N,,435
Affaltrach,431,Weinsbg/Ellhofen Gew,6294,7,,N,,435
Affaltrach,431,Wieslensdorf,6416,3,,N,,435
Affaltrach,431,Willsbach,6456,2,,N,,435
Agathenburg,434,Apensen,594,23,,N,,126
Agathenburg,434,Bargstedt,803,36,,N,,126
Agathenburg,434,Bremen-Aumund,1187,150,,N,,126
Agathenburg,434,Bremen-Blumenthal,1194,152,,N,,126
Agathenburg,434,Bremen-Burg,1156,141,,N,,126
Agathenburg,434,Bremen-Farge,1208,158,,N,,126
Agathenburg,434,Bremen Kreinsloger,1204,154,,N,,126
Agathenburg,434,Bremen-Lesum,1159,143,,N,,126
Agathenburg,434,Bremen Mühlenstr.,1202,153,,N,,126
Agathenburg,434,Bremen-Oslebshausen,1162,145,,N,,126
Agathenburg,434,Bremen-Schönebeck,1163,145,,N,,126
Agathenburg,434,Bremen-St Magnus,1165,144,,N,,126
Agathenburg,434,Bremen Turnerstraße,1206,155,,N,,126
Agathenburg,434,Bremen-Vegesack,1166,147,,N,,126
Agathenburg,434,Bremen-Walle,1167,150,,A,,126
Agathenburg,434,Bremerhaven-Wulsdorf,1170,93,,N,,126
Agathenburg,434,Bremervörde,1171,56,,N,,126
Agathenburg,434,Brest-Aspe,1175,39,,N,,126
Agathenburg,434,Buxtehude,1315,16,,N,,126
Agathenburg,434,Dollern,1493,3,,N,,126
Agathenburg,434,Frelsdorf,2081,73,,N,,126
Agathenburg,434,Geestenseth,2202,76,,N,,126
Agathenburg,434,Hamburg-Fischbek,2556,25,,N,,126
Agathenburg,434,Hamburg-Harburg Rath,4267,37,,N,,126
Agathenburg,434,Hamburg-Heimfeld,6749,35,,N,,126
Agathenburg,434,Hamburg-Neugraben,2557,27,,N,,126
Agathenburg,434,Hamburg Neuwiedenth.,6750,29,,N,,126
Agathenburg,434,Harsefeld,2608,31,,N,,126
Agathenburg,434,Heinschenwalde,2728,68,,N,,126
Agathenburg,434,Hesedorf,2809,52,,N,,126
Agathenburg,434,Horneburg,3002,7,,N,,126
Agathenburg,434,Klinikum Bremen-Nord,1189,151,,N,,126
Agathenburg,434,Kutenholz,3439,44,,N,,126
Agathenburg,434,Loxstedt,3760,99,,N,,126
Agathenburg,434,Lübberstedt,3773,118,,N,,126
Agathenburg,434,Lunestedt,3799,105,,N,,126
Agathenburg,434,Neukloster(Kr Stade),4302,12,,N,,126
Agathenburg,434,Neu Wulmstorf,4247,23,,N,,126
Agathenburg,434,Oerel,4618,64,,N,,126
Agathenburg,434,Oldenbüttel,4668,125,,N,,126
Agathenburg,434,Osterholz-Scharmbeck,4702,132,,N,,126
Agathenburg,434,Ritterhude,5107,137,,N,,126
Agathenburg,434,Ruschwedel,5233,27,,N,,126
Agathenburg,434,Sellstedt,5524,85,,N,,126
Agathenburg,434,Stubben,5763,111,,N,,126
Agathenburg,434,Wehdel,6248,79,,N,,126
Aglasterhausen,543,Babstadt,681,44,,N,,131
Aglasterhausen,543,Bad Rappenau,736,47,,N,,131
Aglasterhausen,543,Bad Rappenau Kurpark,777,49,,N,,131
Aglasterhausen,543,Bad Wimpfen,765,53,,N,,131
Aglasterhausen,543,Bad Wimpfen-Hohenst.,766,50,,N,,131
Aglasterhausen,543,Bad Wimpfen im Tal,706,55,,N,,131
Aglasterhausen,543,Bammental,794,25,,N,,131
Aglasterhausen,543,Bauerbach,823,62,,N,,131
Aglasterhausen,543,Böckingen Sonnenbr.,20007,69,,A,,131
Aglasterhausen,543,Böckingen West,20008,67,,N,,131
Aglasterhausen,543,Bretten Kupferhälde,20009,67,,N,,131
Aglasterhausen,543,Bretten Schulzentrum,1144,67,,N,,131
Aglasterhausen,543,Bretten Stadtmitte,1152,69,,N,,131
Aglasterhausen,543,Bretten Wannenweg,20010,68,,N,,131
Aglasterhausen,543,Eppingen West,20019,47,,N,,131
Aglasterhausen,543,Eschelbronn,1879,14,,N,,131
Aglasterhausen,543,Flehingen,2005,58,,N,,131
Aglasterhausen,543,Gemmingen,2228,53,,N,,131
Aglasterhausen,543,Gemmingen West,2230,52,,N,,131
Aglasterhausen,543,Gölshausen,2307,66,,N,,131
Aglasterhausen,543,Gölshausen Ind.,20031,65,,N,,131
Aglasterhausen,543,Grombach,2380,39,,N,,131
Aglasterhausen,543,Heilbr-Böckingen BZ,2698,68,,N,,131
Aglasterhausen,543,Helmstadt,2771,4,,N,,131
Aglasterhausen,543,Hoffenheim,2931,25,,N,,131
Aglasterhausen,543,Ittlingen,3101,39,,N,,131
Aglasterhausen,543,Leingarten,3623,65,,N,,131
Aglasterhausen,543,Leingarten Mitte,3625,64,,N,,131
Aglasterhausen,543,Leingarten Ost,20136,66,,N,,131
Aglasterhausen,543,Leingarten West,3624,63,,N,,131
Aglasterhausen,543,Mauer(b Heidelberg),3915,21,,N,,131
Aglasterhausen,543,Meckesheim,3932,19,,N,,131
Aglasterhausen,543,Neckarbischofsheim N,4225,7,,N,,131
Aglasterhausen,543,Neidenstein,4221,12,,N,,131
Aglasterhausen,543,Oberderdingen-Flehi.,4459,59,,N,,131
Aglasterhausen,543,Reihen,5013,35,,N,,131
Aglasterhausen,543,Reilsheim,5015,24,,N,,131
Aglasterhausen,543,Richen(b Eppingen),5077,41,,N,,131
Aglasterhausen,543,Schwaigern(Württ),5453,59,,N,,131
Aglasterhausen,543,Schwaigern Ost,20156,60,,N,,131
Aglasterhausen,543,Schwaigern West,5450,58,,N,,131
Aglasterhausen,543,Sinsheim(Elsenz) Hbf,5578,29,,N,,131
Aglasterhausen,543,Sinsheim Museum/Aren,5567,31,,N,,131
Aglasterhausen,543,Steinsfurt,5714,32,,N,,131
Aglasterhausen,543,Stetten am Heuchelb.,5724,56,,N,,131
Aglasterhausen,543,Sulzfeld(Baden),5805,52,,N,,131
Aglasterhausen,543,Waibstadt,6143,9,,N,,131
Aglasterhausen,543,Zaisenhausen,6633,55,,N,,131
Aglasterhausen,543,Zuzenhausen,6679,22,,N,,131
Aha,436,Altglashütten-Falk.,544,4,,N,,21
Aha,436,Bachheim,686,41,,N,,21
Aha,436,Bonndorf(Schwarzw),1087,47,,N,,21
Aha,436,Bräunlingen Bahnhof,1119,62,,N,,21
Aha,436,Bräunlingen Industr,1127,59,,N,,21
Aha,436,Döggingen,1480,48,,N,,21
Aha,436,Donauesch.Allmendsh.,1479,59,,N,,21
Aha,436,Feldberg(Schwarzw),6738,15,,N,,21
Aha,436,Feldberg-Bärental,1971,6,,N,,21
Aha,436,Freiburg-Littenweil.,2068,38,,N,,21
Aha,436,Freiburg-Wiehre,2070,41,,N,,21
Aha,436,Gündelwangen,2456,43,,N,,21
Aha,436,Häusern,6736,15,,N,,21
Aha,436,Himmelreich,2844,29,,N,,21
Aha,436,Hinterzarten,2848,18,,N,,21
Aha,436,Höchenschwand,6747,18,,N,,21
Aha,436,Hüfingen Mitte,3014,57,,N,,21
Aha,436,Kappel Gutachbrücke,3176,25,,N,,21
Aha,436,Kirchzarten,3293,32,,N,,21
Aha,436,Lenzkirch,3651,32,,N,,21
Aha,436,Löffingen,3724,35,,N,,21
Aha,436,Neustadt(Schwarzw),4331,20,,N,,21
Aha,436,Rötenbach(Baden),5136,30,,N,,21
Aha,436,Schluchsee,5371,4,,N,,21
Aha,436,Seebrugg,5502,6,,N,,21
Aha,436,St Blasien,6735,19,,N,,21
Aha,436,Titisee,5876,14,,N,,21
Aha,436,Unadingen,5963,43,,N,,21
Ahaus,437,Epe(Westf),1808,11,,N,,506
Ahaus,437,Legden,3608,8,,N,,506
Ahaus,437,Metelen Land,4001,33,,N,,506
Ahaus,437,Ochtrup,4613,26,,N,,506
Ahaus,437,Rosendahl-Holtwick,2972,13,,N,,506
Ahlen(Westf),441,Beckum-Neubeckum,4251,10,,N,,242
