Von,IBNR,Nach,IBNR,Tarifkilometer,Wegetext
Betzdorf(Sieg),34,Herlasgrün,10166,627,SI*GI*(FD/F)*WUE*(LIF/N)*HO
Betzdorf(Sieg),34,Herne,164,179,SI*HA*DO
Betzdorf(Sieg),34,Herrnburg,11864,615,K*(DU/H)*HL
Betzdorf(Sieg),34,Hervest-Dorsten,165,187,K*BOT
Betzdorf(Sieg),34,Herzberg(Harz),166,340,SI*(KS/F)*GOE
Betzdorf(Sieg),34,Hesepe,167,288,SI*MS*OS
Betzdorf(Sieg),34,Hildesheim Hbf,169,403,SI*HA*(DO/UN)*HAM*BI*H*HI
Betzdorf(Sieg),34,Hockeroda,10170,528,SI*WUE*(WHSN/SON)*SLF
Betzdorf(Sieg),34,Hof Hbf,2924,564,SI*GI*(FD/F)*WUE*(LIF/N)*HO
Betzdorf(Sieg),34,Holthusen,10173,675,K*(HL/MD)*SN
Betzdorf(Sieg),34,Homburg(Saar)Hbf,176,345,SI*F*MA*HOM
Betzdorf(Sieg),34,Horb,177,403,SI*(S/KA)*HOR
Betzdorf(Sieg),34,Horrem,178,103,BETZ*K*HORR
Betzdorf(Sieg),34,Hosena,10171,622,SI*(GOE/EF)*ELW
Betzdorf(Sieg),34,Husum,181,664,SI*(K*HB/HA*H)*HUS
Betzdorf(Sieg),34,Igel(Gr),303,260,KO*TR
Betzdorf(Sieg),34,Immendingen,182,493,SI*F*KA*OG
Betzdorf(Sieg),34,Ingolstadt Hbf,183,492,SI*GI*(FD/F)*WUE*IN
Betzdorf(Sieg),34,Iserlohn,186,110,BETZ*SI*LETM*IS
Betzdorf(Sieg),34,Jena Saalbf,11058,422,SI*KS*EF*JS
Betzdorf(Sieg),34,Jüterbog,10182,632,SI*H*MD*WB
Betzdorf(Sieg),34,Kaiserslautern Hbf,189,299,SI*(HD/KH)*KL
Betzdorf(Sieg),34,Kaldenkirchen,190,168,K*(GREV/D)*MG
Betzdorf(Sieg),34,Karlsruhe Hbf,191,301,SI*DIL*GI*FB*F*(HD/MA)*KA
Betzdorf(Sieg),34,Kassel-Wilhelmshöhe,3200,220,SI*GI*MR*KS
Betzdorf(Sieg),34,Kaufering,195,547,SI*(N/S)*A
Betzdorf(Sieg),34,Kehl,3218,394,SI*F*KA*KEHL
Betzdorf(Sieg),34,Kempten(Allgäu)Hbf,197,540,SI*F*S*KE
Betzdorf(Sieg),34,Kiel Hbf,199,615,SI*(DU/H)*KI
Betzdorf(Sieg),34,Kirchenlaibach,201,491,SI*(FD/F)*N
Betzdorf(Sieg),34,Kißlegg,203,548,SI*F*UL*MM
Betzdorf(Sieg),34,Kleve,205,205,K*D*(NE/DU)*KR
Betzdorf(Sieg),34,Koblenz Hbf,206,133,BETZ*TROI*NR*KO
Betzdorf(Sieg),34,Köln Hbf,207,84,BETZ*TROI*K
Betzdorf(Sieg),34,Königs Wusterhausen,10193,693,SI*HA*H*MD*B
Betzdorf(Sieg),34,Könnern,10194,474,SI*(GOE/EF)*HAL
Betzdorf(Sieg),34,Korbach Hbf,210,297,SI*GI*MR*KS
Betzdorf(Sieg),34,Köthen,10195,595,K*H*(OEB/BS)*MD
Betzdorf(Sieg),34,Krefeld Hbf,211,140,K*D*(NE/DU)*KR
Betzdorf(Sieg),34,Kreiensen,213,422,SI*BI*H*KREI
Betzdorf(Sieg),34,Kreuztal,214,28,BETZ*SI*KREU
Betzdorf(Sieg),34,Kufstein,3475,668,SI*(R/S)*KUF
Betzdorf(Sieg),34,Lage(Lippe),215,270,SI*(DU/HA)*BI
Betzdorf(Sieg),34,Landau(Pfalz)Hbf,216,295,SI*F*MA*NW
Betzdorf(Sieg),34,Landshut(Bay)Hbf,217,559,SI*(FD/F)*LA
Betzdorf(Sieg),34,Lauda,221,338,SI*(FD/F)*WUE
Betzdorf(Sieg),34,Lauterbach(Hess)Nord,222,170,SI*DIL*HEBO*GI
Betzdorf(Sieg),34,Leer(Ostfriesl),225,368,SI*(D*DU*HALT/HA*HAM)*MS*LER
Betzdorf(Sieg),34,Lehrte,226,384,SI*(K*DU/HA)*HAM*BI*MI*H
Betzdorf(Sieg),34,Leinefelde,10203,304,SI*KS*EICH
Betzdorf(Sieg),34,Leipzig Hbf,10205,494,SI*KS*(GOE/EF)*L
Betzdorf(Sieg),34,Leipzig-Leutzsch,10207,501,SI*KS*(GOE/EF)*L
Betzdorf(Sieg),34,Letmathe,227,104,BETZ*SI*LETM
Betzdorf(Sieg),34,Lichtenfels,228,427,SI*(FD/N)*LIF
Betzdorf(Sieg),34,Limburg(Lahn),229,131,SI*(HEBO/AUS)*LM
Betzdorf(Sieg),34,Limburg Süd,3680,132,SI*(HEBO/AUS)*LM
Betzdorf(Sieg),34,Lindau-Insel,230,598,SI*(KE/OG)*LI
Betzdorf(Sieg),34,Lindau-Reutin,3693,581,SI*(UL/OG)*FN
Betzdorf(Sieg),34,Lippstadt,571,205,SI*HA*UN
Betzdorf(Sieg),34,Löbau(Sachs),10212,692,SI*KS*(NDH/EF)*RIE
Betzdorf(Sieg),34,Löhne(Westf),233,266,SI*(DU/HA)*BI
Betzdorf(Sieg),34,Lollar,234,97,SI*DIL*HEBO*GI
Betzdorf(Sieg),34,Löwenberg(Mark),10214,722,SI*HA*H*MD*B
Betzdorf(Sieg),34,Lübben(Spreewald),10217,740,SI*HA*H*MD*B
Betzdorf(Sieg),34,Lübeck Hbf,237,572,SI*(DU/GOE)*HL
Betzdorf(Sieg),34,Ludwigsburg,235,390,SI*GI*F*(HD*BRT/MA*KA)*S
Betzdorf(Sieg),34,Ludwigsfelde,10215,705,SI*HA*H*MD*B*BSFL
Betzdorf(Sieg),34,Ludwigshafen(Rh)Hbf,236,247,SI*F*MA
Betzdorf(Sieg),34,Ludwigslust,10216,701,K*BI*MD*WBE
Betzdorf(Sieg),34,Lüneburg,238,525,SI*(MS/H)*LG
Betzdorf(Sieg),34,Lünen Hbf,239,172,SI*HA*DO
Betzdorf(Sieg),34,Luth. Wittenberg Hbf,10222,600,SI*H*MD*WB
Betzdorf(Sieg),34,Magdeburg Hbf,10224,545,K*H*(OEB/BS)*MD
Betzdorf(Sieg),34,Magdeburg-Rothensee,10086,520,SI*(BI/HAL)*MD
Betzdorf(Sieg),34,Mainz-Bischofsheim,241,188,SI*F*FFMF
Betzdorf(Sieg),34,Mainz Hbf,240,194,SI*F*MZ
Betzdorf(Sieg),34,Malsfeld,243,250,SI*GI*MR*KS
Betzdorf(Sieg),34,Mannheim Hbf,244,244,SI*F*MA
Betzdorf(Sieg),34,Marburg(Lahn),337,119,SI*GI*MR
Betzdorf(Sieg),34,Markkleeberg-Großst,10228,508,SI*KS*(GOE/EF)*L
Betzdorf(Sieg),34,Marktredwitz,247,522,SI*GI*(FD/F)*WUE*N*MAK
Betzdorf(Sieg),34,Mehltheuer,10229,601,SI*GI*(FD/F)*WUE*(LIF/N)*HO
Betzdorf(Sieg),34,Mellrichstadt Bf,3959,391,SI*(FD/F)*SW
Betzdorf(Sieg),34,Memmingen,249,505,SI*F*UL*MM
Betzdorf(Sieg),34,Merseburg Hbf,10232,472,SI*KS*EF*NMB
Betzdorf(Sieg),34,Michendorf,10233,646,SI*(BI/HAL)*P
Betzdorf(Sieg),34,Minden(Westf),252,303,SI*LETM*HA*(DO/UN)*HAM*BI*MI
Betzdorf(Sieg),34,Mönchengladbach Hbf,253,141,K*(GREV/D)*MG
Betzdorf(Sieg),34,Montabaur,667,115,BETZ*AUS*WEB*MT
Betzdorf(Sieg),34,Mosbach-Neckarelz,264,296,SI*F*MA*HD
Betzdorf(Sieg),34,Mühldorf(Oberbay),258,654,SI*(R/S)*M
Betzdorf(Sieg),34,Mülheim(Ruhr)Hbf,259,159,K*(NE/D)*DU
Betzdorf(Sieg),34,München Hbf,261,573,SI*(R/S)*M
Betzdorf(Sieg),34,München Ost,262,579,SI*(R/S)*M
Betzdorf(Sieg),34,München-Pasing,4158,573,SI*(R/S)*MPAS
Betzdorf(Sieg),34,Münster(Westf)Hbf,263,210,SI*(K/HA)*MS
Betzdorf(Sieg),34,Narsdorf,10238,544,SI*KS*(GOE/EF)*L
Betzdorf(Sieg),34,Nauen,10239,655,SI*(BI/HAL*B)*NAU
Betzdorf(Sieg),34,Naumburg(Saale)Hbf,10240,440,SI*KS*EF*NMB
Betzdorf(Sieg),34,Neckargemünd,265,255,SI*F*MA*HD
Betzdorf(Sieg),34,Neubrandenburg,10241,810,K*(HL/MD)*GUE
Betzdorf(Sieg),34,Neuenmarkt-Wirsberg,267,470,SI*(FD/N)*NMW
Betzdorf(Sieg),34,Neukieritzsch,10243,521,SI*KS*(GOE/EF)*L
Betzdorf(Sieg),34,Neukirchen(b Sulzb),269,443,SI*(FD/F)*N
Betzdorf(Sieg),34,Neumark(Sachs),10244,532,SI*KS*JS*WDA
Betzdorf(Sieg),34,Neumünster,271,580,SI*(DU/H)*NMS
Betzdorf(Sieg),34,Neunkirchen(Saar)Hbf,272,319,KO*BOP*GHW*KH
Betzdorf(Sieg),34,Neuruppin West,10246,750,K*BI*MD*WBE
Betzdorf(Sieg),34,Neuss Hbf,274,120,BETZ*K*NE
Betzdorf(Sieg),34,Neustadt(Dosse),10248,708,K*BI*MD*WBE
Betzdorf(Sieg),34,Neustadt(Weinstr)Hbf,275,276,SI*F*MA*NW
Betzdorf(Sieg),34,Neustrelitz Hbf,10250,776,SI*HA*H*MD*B*NZ
Betzdorf(Sieg),34,Neuwied,276,118,BETZ*TROI*NR
Betzdorf(Sieg),34,Nidda,277,124,SI*DIL*HEBO*GI
Betzdorf(Sieg),34,Nidderau,158,138,SI*DIL*HEBO*GI
Betzdorf(Sieg),34,Niederlahnstein,278,138,BETZ*TROI*KO*NILA
Betzdorf(Sieg),34,Nienburg(Weser),279,357,SI*LETM*HA*(DO/UN)*HAM*BI*MI
Betzdorf(Sieg),34,Norden,800,424,SI*(D*DU*HALT/HA*HAM)*MS*LER
Betzdorf(Sieg),34,Nordhausen,10256,346,SI*GI*MR*KS*EICH*(GOE/LEIF)*NDH
Betzdorf(Sieg),34,Nordstemmen,282,393,SI*HA*(DO/UN)*HAM*BI*H*ELZE
Betzdorf(Sieg),34,Northeim(Han),283,312,SI*(KS/F)*GOE
Betzdorf(Sieg),34,Nürnberg Hbf,284,397,SI*(FD/F)*N
Betzdorf(Sieg),34,Oberhausen Hbf,286,157,K*DU*OB
Betzdorf(Sieg),34,Oebisfelde,10261,457,SI*(K*DU/HA)*HAM*BI*MI*H
Betzdorf(Sieg),34,Offenburg,290,373,SI*F*KA*OG
Betzdorf(Sieg),34,Oldenburg(Holst),4669,626,SI*(MS/GOE)*OLD
Betzdorf(Sieg),34,Oldenburg(Oldb)Hbf,291,427,SI*(K*DU/LETM*WIT*HAM)*MS*HB
Betzdorf(Sieg),34,Osnabrück Hbf,294,264,SI*MS*OS
Betzdorf(Sieg),34,Osterburken,295,328,SI*F*MA*HD
Betzdorf(Sieg),34,Paderborn Hbf,297,252,SI*FIN*(DO*HAM*BI/HA*SO)*PB
Betzdorf(Sieg),34,Pasewalk,10268,801,SI*(BI*MD/L)*B*PW
Betzdorf(Sieg),34,Passau Hbf,298,617,SI*(FD/F)*PA
Betzdorf(Sieg),34,Pforzheim Hbf,299,332,SI*GI*F*(HD*BR/MA*KA)*PF
Betzdorf(Sieg),34,Pirna,10272,631,SI*(GOE/EF)*DD
Betzdorf(Sieg),34,Plattling,301,564,SI*(FD/F)*PLAT
Betzdorf(Sieg),34,Plaue(Thür),10274,409,SI*KS*EF
Betzdorf(Sieg),34,Plochingen,302,399,SI*F*(DA/MZ)*BR*S*PLO
Betzdorf(Sieg),34,Potsdam Hbf,12666,629,SI*(BI/HAL)*P
Betzdorf(Sieg),34,Potsdam Pirschheide,10279,668,K*H*MD*P
Betzdorf(Sieg),34,Prenzlau,10282,777,SI*HA*H*MD*B
Betzdorf(Sieg),34,Priemerburg,10284,694,SI*(HL/MD)*GUE
Betzdorf(Sieg),34,Probstzella,10288,491,SI*(FD/N)*PRO
Betzdorf(Sieg),34,Puttgarden,4903,666,SI*(MS/GOE)*PUTT
Betzdorf(Sieg),34,Rastatt,306,324,SI*DIL*GI*FB*F*(HD/MA)*KA
Betzdorf(Sieg),34,Recklinghausen Hbf,307,193,K*(OB/E)*GE*D*RE
Betzdorf(Sieg),34,Regensburg Hbf,309,498,SI*(FD/F)*R
Betzdorf(Sieg),34,Remagen,310,139,K*BN
Betzdorf(Sieg),34,Rendsburg,312,616,SI*(DU/H)*NMS
Betzdorf(Sieg),34,Renningen,313,404,SI*GI*F*(HD*BRT/MA*KA)*S
Betzdorf(Sieg),34,Reutlingen Hbf,314,433,SI*F*(DA/MZ)*BR*S*PLO
Betzdorf(Sieg),34,Rheda-Wiedenbrück,315,215,SI*FIN*HA*(WIT*DO/SCHW*UN)*HAM
Betzdorf(Sieg),34,Rheine,316,249,SI*(K*DU*HALT/HA*HAM)*MS*RHEI
Betzdorf(Sieg),34,Rheinhausen,317,156,K*(NE/D)*DU
Betzdorf(Sieg),34,Rheydt Hbf,318,137,BETZ*K*RY
Betzdorf(Sieg),34,Riedstadt-Goddelau,126,191,SI*GI*F
Betzdorf(Sieg),34,Riesa,10297,560,SI*KS*(NDH/EF)*RIE
Betzdorf(Sieg),34,Röblingen am See,10299,417,SI*GI*MR*KS*EICH*(GOE/LEIF)*NDH
Betzdorf(Sieg),34,Rödermark-Ob.Roden,285,182,SI*GI*F
Betzdorf(Sieg),34,Rohrbach(Saar),319,360,SI*F*MA*HOM
Betzdorf(Sieg),34,Ronneburg(Thür),10301,479,SI*KS*JS*G
Betzdorf(Sieg),34,Rosenheim,320,633,SI*(R/S)*RO
Betzdorf(Sieg),34,Roßlau(Elbe),10302,568,SI*H*MD*RSL
Betzdorf(Sieg),34,Rostock Hbf,10304,739,K*(HL/MD)*HRO
Betzdorf(Sieg),34,Rotenburg(Wümme),321,425,SI*(K*DU/LETM*WIT*HAM)*MS*HB
Betzdorf(Sieg),34,Rottenbach,10305,432,SI*KS*EF
Betzdorf(Sieg),34,Rottweil,322,447,SI*(S/KA)*HOR
Betzdorf(Sieg),34,Rudolstadt(Thür),10306,461,SI*KS*EF*JS
Betzdorf(Sieg),34,Ruhland,10308,612,SI*(GOE/EF)*ELW
Betzdorf(Sieg),34,Saalfeld(Saale),10309,516,SI*WUE*(WHSN/SON)*SLF
Betzdorf(Sieg),34,Saarbrücken Hbf,323,362,SI*(F/TR)*SB
Betzdorf(Sieg),34,Salzburg Hbf,5263,680,SI*(FD/S)*SALZ
Betzdorf(Sieg),34,Salzgitter-Ringelh.,325,439,SI*HA*(DO/UN)*HAM*BI*H*HI
Betzdorf(Sieg),34,Salzwedel,10310,513,SI*(DO/GOE)*UE
Betzdorf(Sieg),34,Sandersleben(Anh),10311,421,SI*GI*MR*KS*EICH*(GOE/LEIF)*NDH
Betzdorf(Sieg),34,Sangerhausen,10312,384,SI*GI*MR*KS*EICH*(GOE/LEIF)*NDH
Betzdorf(Sieg),34,Schifferstadt,326,258,SI*F*MA
Betzdorf(Sieg),34,Schöna(Gr),10316,665,SI*(GOE/EF)*BSU
Betzdorf(Sieg),34,Schönebeck(Elbe),10318,560,K*H*(OEB/BS)*MD
Betzdorf(Sieg),34,Schönefeld (b.Bln.),10109,683,SI*HA*H*MD*B*BSFL
Betzdorf(Sieg),34,Schwäb.Hall-Hessent,330,450,SI*GI*F*(HD*BRT/MA*KA)*S
Betzdorf(Sieg),34,Schwäbisch Gmünd,329,428,SI*GI*F*(HD*BRT/MA*KA)*S
Betzdorf(Sieg),34,Schwerin Hbf,10324,665,K*(HL/MD)*SN
Betzdorf(Sieg),34,Schwerte(Ruhr),37,139,SI*HA*SCHW
Betzdorf(Sieg),34,Seckach,42,320,SI*F*MA*HD
Betzdorf(Sieg),34,Seesen,43,442,SI*BI*H*KREI
Betzdorf(Sieg),34,Senftenberg,10327,823,K*(BS/NDH)*CA
Betzdorf(Sieg),34,Siegburg/Bonn,5556,59,BETZ*SIGB
Betzdorf(Sieg),34,Siegen Hbf,46,17,BETZ*SI
Betzdorf(Sieg),34,Siershahn,60,167,SI*(HEBO/AUS)*LM
Betzdorf(Sieg),34,Sigmaringen,69,546,SI*(UL/OG)*TUT
Betzdorf(Sieg),34,Simbach(Inn),72,693,SI*(R/S)*M
Betzdorf(Sieg),34,Singen(Hohentwiel),73,524,SI*(S/OG)*SIN
Betzdorf(Sieg),34,Soest,76,185,SI*HA*UN
Betzdorf(Sieg),34,Solingen Hbf,87,113,K*SG
Betzdorf(Sieg),34,Soltau(Han),88,457,SI*(K*DU/HA)*HAM*BI*MI*H
Betzdorf(Sieg),34,Sömmerda,10328,403,SI*KS*EF
Betzdorf(Sieg),34,Sondershausen,10329,366,SI*GI*MR*KS*EICH*(GOE/LEIF)*NDH
Betzdorf(Sieg),34,Sonneberg(Thür)Hbf,13008,468,SI*(FD/N)*LIF
Betzdorf(Sieg),34,Stade,89,529,SI*(DU/H)*HAR
Betzdorf(Sieg),34,St Egidien,10331,556,SI*KS*JS*WDA
Betzdorf(Sieg),34,Steinach(b Rothenb),91,352,SI*(FD/F)*WUE
Betzdorf(Sieg),34,Steinfurt-Burgstein.,62,243,SI*(K/HA)*MS
Betzdorf(Sieg),34,Stendal Hbf,10334,603,K*DO*H*MD*SDL
Betzdorf(Sieg),34,Stralsund Hbf,10338,811,K*(HL/MD)*HST
Betzdorf(Sieg),34,Straubing,95,539,SI*(FD/F)*SR
Betzdorf(Sieg),34,Stuttgart Hbf,96,376,SI*GI*F*(HD*BRT/MA*KA)*S
Betzdorf(Sieg),34,Suhl,10345,442,SI*KS*EF
Betzdorf(Sieg),34,Tantow(Gr),10346,821,K*H*(MD/HAL)*B
Betzdorf(Sieg),34,Themar,10350,402,SI*KS*WHSN
Betzdorf(Sieg),34,Traunstein,116,686,SI*(R/S)*RO
Betzdorf(Sieg),34,Treuchtlingen,122,436,SI*(FD/F)*TREU
Betzdorf(Sieg),34,Treysa,129,161,SI*GI*MR
Betzdorf(Sieg),34,Trier Hbf,134,245,KO*TR
Betzdorf(Sieg),34,Triptis,10352,497,SI*KS*JS*G
Betzdorf(Sieg),34,Troisdorf,135,63,BETZ*TROI
Betzdorf(Sieg),34,Tübingen Hbf,141,448,SI*F*(DA/MZ)*BR*S*PLO
Betzdorf(Sieg),34,Türkismühle,154,288,KO*BOP*GHW*KH
Betzdorf(Sieg),34,Tuttlingen,163,503,SI*(UL/OG)*TUT
Betzdorf(Sieg),34,Uelzen,168,462,SI*(DO/GOE)*UE
Betzdorf(Sieg),34,Ulm Hbf,170,453,SI*(F/KO)*UL
Betzdorf(Sieg),34,Unna,171,155,SI*HA*UN
Betzdorf(Sieg),34,Vaihingen(Enz),6053,347,SI*(HN/MA)*BIET
Betzdorf(Sieg),34,Vienenburg,364,469,SI*(DU/GOE)*BS
Betzdorf(Sieg),34,Völklingen,175,323,KO*TR
Betzdorf(Sieg),34,Waiblingen,180,388,SI*GI*F*(HD*BRT/MA*KA)*S
Betzdorf(Sieg),34,Walkenried,6172,363,SI*(KS/F)*GOE
Betzdorf(Sieg),34,Wallau(Lahn),187,86,BETZ*KREU*WAL
Betzdorf(Sieg),34,Wanne-Eickel Hbf,192,182,K*WAN
Betzdorf(Sieg),34,Warburg(Westf),196,273,SI*KS*WAR
Betzdorf(Sieg),34,Waren(Müritz),10361,774,K*(HL/MD)*GUE
Betzdorf(Sieg),34,Weiden(Oberpf),204,495,SI*(FD/F)*N
Betzdorf(Sieg),34,Weilburg,218,101,BETZ*SI*WEL
Betzdorf(Sieg),34,Weilheim(Oberbay),220,620,SI*(R/S)*WM
Betzdorf(Sieg),34,Weimar,10366,399,SI*KS*EF
Betzdorf(Sieg),34,Weißenfels,10368,454,SI*KS*EF*NMB
Betzdorf(Sieg),34,Werdau,10372,524,SI*KS*JS*WDA
Betzdorf(Sieg),34,Werder(Havel),10373,639,SI*(BI/HAL)*P
Betzdorf(Sieg),34,Wernshausen,10375,362,SI*KS*WHSN
Betzdorf(Sieg),34,Wertheim,231,272,SI*F*AB
Betzdorf(Sieg),34,Wesel,242,184,K*DU*OB
Betzdorf(Sieg),34,Westerburg,245,68,BETZ*AUS*WEB
Betzdorf(Sieg),34,Westerland(Sylt),6369,743,SI*(K*HB/HA*H)*WEST
Betzdorf(Sieg),34,Wiesbaden-Biebrich,288,203,SI*HEBO*GI*F*(FFMF*MZ/FH)*WI
Betzdorf(Sieg),34,Wiesbaden Hbf,250,199,SI*HEBO*GI*F*(FFMF*MZ/FH)*WI
Betzdorf(Sieg),34,Wittenberge,10382,657,K*BI*MD*WBE
Betzdorf(Sieg),34,Witten Hbf,251,141,SI*KREU*FIN*HA
Betzdorf(Sieg),34,Wolfenbüttel,255,441,SI*(DU/GOE)*BS
Betzdorf(Sieg),34,Wolfsburg Hbf,6552,442,SI*(K*DU/HA)*HAM*BI*MI*H
Betzdorf(Sieg),34,Worms Hbf,257,218,SI*GI*(DA/MZ)*WO
Betzdorf(Sieg),34,Wörth(Rhein),254,314,SI*DIL*GI*FB*F*(HD/MA)*KA
Betzdorf(Sieg),34,Wriezen,10386,744,SI*HA*H*MD*B
Betzdorf(Sieg),34,Wunstorf,268,346,SI*LETM*HA*(DO/UN)*HAM*BI*MI
Betzdorf(Sieg),34,Wuppertal Hbf,266,130,K*SG*W
Betzdorf(Sieg),34,Würzburg Hbf,260,294,SI*(FD/F)*WUE
Betzdorf(Sieg),34,Wustermark,10389,687,K*H*MD*P
Betzdorf(Sieg),34,Zeitz,10390,497,SI*KS*JS*G
Betzdorf(Sieg),34,Zella-Mehlis,10391,436,SI*KS*EF
Betzdorf(Sieg),34,Zittau,10393,715,SI*KS*(NDH/EF)*RIE
Betzdorf(Sieg),34,Zossen,10395,737,K*DO*H*MD*B*BSFL
Betzdorf(Sieg),34,Zwickau(Sachs)Hbf,10397,533,SI*KS*JS*WDA
Bielefeld-Brackwede,48,Aachen Süd(Gr),403,265,HAM*(K/DU)*AC
Bielefeld-Brackwede,48,Altenburg,10003,429,BI*H*(MD/NDH)*L
Bielefeld-Brackwede,48,Arnsdorf(Dresden),10006,526,BI*(SDL/EF)*RIE
Bielefeld-Brackwede,48,Aschersleben,10009,316,BI*H*MD*GUS
Bielefeld-Brackwede,48,Aue(Sachs),10010,500,BI*(SDL/EF)*WDA
Bielefeld-Brackwede,48,Bad Bentheim(Gr),151,149,BI*(MS/OS)*RHEI
Bielefeld-Brackwede,48,Baden-Baden,774,562,BI*K*(F/WO)*KA*BAD
Bielefeld-Brackwede,48,Bad Kleinen,10018,388,BI*(HB/H)*HL
Bielefeld-Brackwede,48,Bad Langensalza,10020,323,BI*H*GOE*EICH
Bielefeld-Brackwede,48,Bad Schandau,10022,544,BI*(MD/EF)*BSU
Bielefeld-Brackwede,48,Baunatal-Guntershaus,140,158,PB*ALT*WAR*KS
Bielefeld-Brackwede,48,Berlin Friedrichstr,10038,406,BI*H*(BS/OEB)*MD*B
Bielefeld-Brackwede,48,Berlin Gesundbrunnen,11102,410,BI*H*(BS/OEB)*MD*B
Bielefeld-Brackwede,48,Berlin Hbf,11160,406,BRAC*BI*H*MD*BWA*BHBF
Bielefeld-Brackwede,48,Berlin-Karlshorst,10035,418,BI*H*(BS/OEB)*MD*B
Bielefeld-Brackwede,48,Berlin Ostkreuz,11162,413,BI*H*(BS/OEB)*MD*B
Bielefeld-Brackwede,48,Berlin-Spandau,10404,411,BI*H*MD*SDL*BSP
Bielefeld-Brackwede,48,Berlin Südkreuz,11113,413,BI*H*(BS/OEB)*MD*B
Bielefeld-Brackwede,48,Berlin-Wannsee,10405,385,BI*H*MD*BWA
Bielefeld-Brackwede,48,Berlin Westkreuz,11108,415,BI*H*(BS/OEB)*MD*B
Bielefeld-Brackwede,48,Bischofswerda,10049,541,BI*(SDL/EF)*RIE
Bielefeld-Brackwede,48,Bitterfeld,10050,346,BI*H*(MD/NDH)*BTF
Bielefeld-Brackwede,48,Blankenberg(Meckl),10051,406,BI*(HB/H)*HL
Bielefeld-Brackwede,48,Borsdorf(Sachs),10059,396,BI*H*(MD/NDH)*L
Bielefeld-Brackwede,48,Brandenburg Hbf,10060,341,BI*H*MD*BRB
Bielefeld-Brackwede,48,Braunschweig Hbf,49,176,BI*H*BS
Bielefeld-Brackwede,48,Bremen Hbf,50,193,BI*OS*HB
Bielefeld-Brackwede,48,Bremerhaven Hbf,51,255,BI*OS*HB*BHV
Bielefeld-Brackwede,48,Bretleben,10061,377,BI*H*MD*BRE
Bielefeld-Brackwede,48,Bretten,53,556,BI*K*(F/WO)*KA
Bielefeld-Brackwede,48,Brilon Wald,54,147,PB*ALT*WAR
Bielefeld-Brackwede,48,Britz,10064,459,BI*H*(BS/OEB)*MD*B
Bielefeld-Brackwede,48,Bruchsal,55,527,BI*K*(F/KA)*BR
Bielefeld-Brackwede,48,Büchen,58,275,BI*H*LG
Bielefeld-Brackwede,48,Buchholz(Nordheide),56,277,BI*OS*HB
Bielefeld-Brackwede,48,Buchloe,57,826,BI*K*S*(A/MM)*BULO
Bielefeld-Brackwede,48,Bünde(Westf),59,33,BRAC*HF*BUEN
Bielefeld-Brackwede,48,Burg-u.Ndr Gemünden,61,331,HAM*(UN/DO)*HA*SI*GI
Bielefeld-Brackwede,48,Calau(Nl),10069,510,BI*H*(B/L)*CA
Bielefeld-Brackwede,48,Calbe(Saale) Ost,10070,287,BI*H*MD
Bielefeld-Brackwede,48,Calbe(Saale) West,10071,293,BI*H*MD
Bielefeld-Brackwede,48,Calw,63,589,BI*K*KA*PF
Bielefeld-Brackwede,48,Celle,64,157,BI*MI*H
Bielefeld-Brackwede,48,Chemnitz Hbf,10184,465,BI*(MD/NDH)*C
Bielefeld-Brackwede,48,Coburg,1338,567,PB*ALT*WUE*BA*LIF
Bielefeld-Brackwede,48,Coesfeld(Westf),66,141,HAM*(DO/MS)*COE
Bielefeld-Brackwede,48,Cölbe,65,253,PB*KS*MR
Bielefeld-Brackwede,48,Coswig(b Dresden),10072,486,BI*(SDL/EF)*RIE
Bielefeld-Brackwede,48,Cottbus Hbf,10073,534,BI*H*(MD/NDH)*L*CB
Bielefeld-Brackwede,48,Crailsheim,67,687,BI*K*F*WUE*CR
Bielefeld-Brackwede,48,Darmstadt Hbf,68,432,BI*(HA/DU)*K*DA
Bielefeld-Brackwede,48,Delitzsch,10076,373,BI*H*(MD/NDH)*HAL
Bielefeld-Brackwede,48,Delmenhorst,70,207,BI*OS*HB
Bielefeld-Brackwede,48,Derneburg(Han),71,170,BI*H*HI
Bielefeld-Brackwede,48,Dessau Hbf,10077,320,BI*H*MD*RSL
Bielefeld-Brackwede,48,Dillenburg,74,262,BI*(HA/DU)*SI
Bielefeld-Brackwede,48,Dillingen(Saar),75,479,BI*K*TR
Bielefeld-Brackwede,48,Döbeln Hbf,10080,450,BI*(MD/NDH)*DL
Bielefeld-Brackwede,48,Doberlug-Kirchhain,10079,478,BI*H*(MD/NDH)*L
Bielefeld-Brackwede,48,Donaueschingen,77,703,BI*K*(F/WO)*BAD*OG
Bielefeld-Brackwede,48,Donauwörth,78,751,BI*K*(WUE/KA)*DON
Bielefeld-Brackwede,48,Dortmund Hbf,80,95,HAM*(KAM/UN)*DO
Bielefeld-Brackwede,48,Dresden Hbf,10085,504,BI*(MD/NDH)*DD
Bielefeld-Brackwede,48,Duisburg Hbf,86,150,HAM*DO*(E/OB)*DU
Bielefeld-Brackwede,48,Dülmen,83,128,HAM*MS
Bielefeld-Brackwede,48,Düren,84,241,HAM*K
Bielefeld-Brackwede,48,Düsseldorf Hbf,85,174,HAM*(HA/OB)*D
Bielefeld-Brackwede,48,Eberswalde Hbf,10093,454,BI*H*(BS/OEB)*MD*B
